Region,Address,UnitNo,PostalCode,Lat,Long,,,
Central,"SUNTEC CITY MALL (MANHATTAN FISH MARKET) - STATION 13 TEMASEK BOULEVARD BASEMENT 1",,038983,1.295968,103.858967,,,
Central,"TAN TOCK SENG HOSPITAL - STATION 111 JALAN TAN TOCK SENG",,308433,1.3216968,103.8459706,,,
Central,"TAN TOCK SENG HOSPITAL (EMERGENCY DEPARTMENT BASEMENT 1) - STATION 311 JALAN TAN TOCK SENG BASEMENT 1",,308433,1.3216968,103.8459706,,,
Central,"TAN TOCK SENG HOSPITAL (MAIN LOBBY) - STATION 211 JALAN TAN TOCK SENG LEVEL 1",,308433,1.3216968,103.8459706,,,
Central,"TANGLIN TRUST SCHOOL95 PORTSDOWN ROAD",,139299,1.296902,103.7921,,,
Central,"TANJONG PAGAR COMMUNITY CLUB101 CANTONMENT ROAD",,089774,1.276079,103.8416,,,
Central,"TANJONG PAGAR MRT STATION120 MAXWELL ROAD",,069119,1.276691,103.845401,,,
Central,"TANJONG PAGAR TOWN COUNCIL665 BUFFALO ROAD",,210665,1.306197,103.850551,,,
Central,"TANJONG PAGAR TOWN COUNCIL - ABC HAWKER CENTER6 JALAN BUKIT MERAH",,150006,1.2870511,103.8079756,,,
Central,"TANJONG PAGAR TOWN COUNCIL - STATION 11 TANJONG PAGAR ROAD",,082001,1.2757787,103.842842,,,
Central,"TANJONG PAGAR TOWN COUNCIL - STATION 21 TANJONG PAGAR ROAD",,082001,1.2757787,103.842842,,,
Central,"TANJONG PAGAR TOWN COUNCIL - STATION 2166 BUKIT MERAH CENTRAL",,150166,1.282838,103.817549,,,
Central,"TECK GHEE COMMUNITY CLUB861 ANG MO KIO AVENUE 10",,569734,1.363096,103.853577,,,
Central,"THE CENTRAL6 EU TONG SEN STREET",,059817,1.2891465,103.8467157,,,
Central,"THE CONCOURSE298 BEACH ROAD",,199554,1.301105,103.862582,,,
Central,"THE MAJESTIC80 EU TONG SEN STREET",,059810,1.284591,103.843259,,,
Central,"THE PLAZA7500E BEACH ROAD",,199595,1.2998197,103.8597263,,,
Central,"THE VERGE2 SERANGOON ROAD #03-K3",#03-K3,218227,1.3053347,103.851162,,,
Central,"THOMSON PLAZA - STATION 1301 UPPER THOMSON ROAD",,574408,1.354637,103.830935,,,
Central,"THOMSON PLAZA - STATION 2301 UPPER THOMSON ROAD",,574408,1.354637,103.830935,,,
Central,"TIONG BAHRU MARKET & FOOD CENTRE30 SENG POH ROAD",,168897,1.2847359,103.8324103,,,
Central,"TIONG BAHRU MRT STATION300 TIONG BAHRU ROAD",,168731,1.285782,103.826998,,,
Central,"TIONG BAHRU PLAZA302 TIONG BAHRU ROAD",,168732,1.286145,103.827342,,,
Central,"TOA PAYOH CENTRAL COMMUNITY CLUB93 TOA PAYOH CENTRAL",,319194,1.334687,103.850407,,,
Central,"TOA PAYOH MRT STATION510 LORONG 6 TOA PAYOH",,319398,1.332592,103.847554,,,
Central,"UNITED SQUARE SHOPPING MALL - STATION 1101 THOMSON ROAD",,307591,1.3177246,103.8434866,,,
Central,"UNITED SQUARE SHOPPING MALL - STATION 2101 THOMSON ROAD",,307591,1.3177246,103.8434866,,,
Central,"URA CENTRE - STATION 145 MAXWELL ROAD",,069118,1.292413,103.830988,,,
Central,"URA CENTRE - STATION 245 MAXWELL ROAD",,069118,1.279866,103.845134,,,
Central,"V-HOTEL @ LAVENDER70 JELLICOE ROAD #01-K1",#01-K1,208767,1.3076646,103.8619484,,,
Central,"WILKIE EDGE8 WILKIE ROAD",,228095,1.302102,103.849615,,,
Central,"WISMA ATRIA BASEMENT 1 - STATION 2 435 ORCHARD ROAD",,238877,1.3037028,103.8331287,,,
Central,"WISMA ATRIA LEVEL 1 - STATION 1 435 ORCHARD ROAD",,238877,1.3037028,103.8331287,,,
Central,"YIO CHU KANG AMENITIES CENTRE19 SERANGOON NORTH AVENUE 5",,554913,1.3753469,103.871996,,,
Central,"YIO CHU KANG MRT STATION3000 ANG MO KIO AVENUE 8",,569813,1.381747,103.844984,,,
Central,"YMCA BUILDINGONE ORCHARD ROAD",,238824,1.297649,103.848116,,,
Central,"ZHONGSHAN MALL20 AH HOOD ROAD",,329984,1.3280917,103.8475293,,,
Central,"ZION RIVERSIDE FOOD CENTRE70 ZION ROAD",,247792,1.292413,103.830988,,,
North East,"GV TAMPINES MALL4 TAMPINES CENTRAL 5 #04-17",#04-17,529510,1.352661,103.945245,,,
North East,"HDB PASIR RIS BRANCH OFFICE443 PASIR RIS DRIVE 6 #02-00",#02-00,510443,1.369427,103.957429,,,
North East,"HEARTLAND MALL- KOVAN - STATION 1205 HOUGANG STREET 21",,530205,22.616532,108.630661,,,
North East,"HEARTLAND MALL- KOVAN - STATION 2205 HOUGANG STREET 21",,530205,22.616532,108.630661,,,
North East,"HOUGANG 11 HOUGANG STREET 91",,538692,1.376022,103.879482,,,
North East,"HOUGANG GREEN SHOPPING MALL21 HOUGANG STREET 51",,538719,1.379502,103.888221,,,
North East,"HOUGANG MALL90 HOUGANG AVENUE 10",,538766,1.372629,103.893938,,,
North East,"HOUGANG POLYCLINICS89 HOUGANG AVENUE 4",,538829,1.370032,103.889024,,,
North East,"IECON ACTUA TRADING AND SUPPLIES915 TAMPINES STREET 91 #01-43",#01-43,520915,1.348627,103.939517,,,
North East,"IECON ANCHORVALE MINIMART303 ANCHORVALE LINK #01-04",#01-04,542303,1.387423,103.889867,,,
North East,"IECON BEGONIA SUPERMARKET280 TAMPINES STREET 22 #01-244",#01-244,520280,1.347603,103.951694,,,
North East,"IECON CHIN HUAT SIONG KEE124 HOUGANG AVENUE 1 #01-1432",#01-1432,530124,1.352906,103.886586,,,
North East,"IECON CHNG WAH SENG2 LORONG LEW LIAN #01-42",#01-42,531002,1.350669,103.875584,,,
North East,"IECON CHNG WAH SENG309 HOUGANG AVENUE 5 #01-291",#01-291,530309,22.956903,109.135052,,,
North East,"IECON CHY YUAN MINI SUPERMARKET911 HOUGANG STREET 91 #01-58",#01-58,530911,1.378941,103.883808,,,
North East,"IECON GOOD WELL SUPERMARKET343 TAMPINES STREET 33 #01-318",#01-318,520343,1.351945,103.961193,,,
North East,"IECON GUAT SENG HUAT511 HOUGANG AVENUE 10 #01-149",#01-149,530511,23.669527,108.731467,,,
North East,"IECON LIN DA MINI440 HOUGANG AVENUE 8 #B1-1567",#B1-1567,530440,1.379157,103.893518,,,
North East,"IECON OM SAI MINIMART878 TAMPINES AVENUE 8 #01-318",#01-318,520878,1.35219,103.931279,,,
North East,"IECON RAMYAA369 TAMPINES STREET 34 #01-21",#01-21,520369,1.358614,103.960233,,,
North East,"INSTITUTE OF MENTAL HEALTH10 BUANGKOK VIEW",,539747,1.383077,103.885005,,,
North East,"JIASHAN BUILDING CONTRACTOR108 HOUGANG AVENUE 1",,530108,23.38696,107.910563,,,
North East,"KAKI BUKIT RECREATION CENTRE7 KAKI BUKIT AVENUE 3",,415814,1.3366249,103.9054326,,,
North East,"KIM SAN LENG (UBI)302 UBI AVENUE 1 #01-71",#01-71,400302,1.329951,103.900986,,,
North East,"KNK GLOBAL PTE LTD462 TAMPINES STREET 44 #01-74",#01-74,520462,1.358975,103.954987,,,
North East,"KOPITIAM COMPASS SQUARE10 SENGKANG AVENUE",,544829,1.391503,103.893615,,,
North East,"LOYANG POINT - STATION 1258 PASIR RIS STREET 21",,510258,1.367095,103.964726,,,
North East,"LOYANG POINT - STATION 2258 PASIR RIS STREET 21",,510258,1.367095,103.964726,,,
North East,"MARINA COUNTRY CLUB600 PONGGOL SEVENTEENTH AVENUE",,829734,1.415119,103.898972,,,
North East,"MARINE PARADE TOWN COUNCIL1 UPPER ALJUNIED LANE",,360001,22.296405,70.794156,,,
North East,"MARINE PARADE TOWN COUNCIL118 ALJUNIED AVENUE 2",,380118,1.320126,103.887252,,,
North East,"MARINE PARADE TOWN COUNCIL119 ALJUNIED AVENUE 2",,380119,1.31953,103.886657,,,
North East,"MARINE PARADE TOWN COUNCIL304 UBI AVENUE 1",,400304,1.329443,103.901257,,,
North East,"MARINE PARADE TOWN COUNCIL306 UBI AVENUE 1",,400306,1.329438,103.902291,,,
North East,"MARINE PARADE TOWN COUNCIL341 UBI AVENUE 1",,400341,1.326765,103.901742,,,
North East,"NEW TECH PARK151 LORONG CHUAN",,556741,1.352087,103.861482,,,
North East,"PASIR RIS MRT STATION10 PASIR RIS CENTRAL",,519634,1.373013,103.949331,,,
North East,"PASIR RIS PARK CARPARK EPASIR RIS ROAD",,519110,22.232241,113.195607,,,
North East,"PASIR RIS WEST PLAZA - STATION 1735 PASIR RIS STREET 72",,510735,1.379692,103.936062,,,
North East,"PASIR RIS WEST PLAZA - STATION 2735 PASIR RIS STREET 72",,510735,1.379692,103.936062,,,
North East,"PASIR RIS-PUNGGOL TOWN COUNCIL156 RIVERVALE CRESCENT",,540156,1.390968,103.90741,,,
North East,"PASIR RIS-PUNGGOL TOWN COUNCIL198 PUNGGOL FIELD",,820198,1.39946,103.90634,,,
North East,"PASIR RIS-PUNGGOL TOWN COUNCIL263 COMPASSVALE STREET",,540263,1.39484,103.895953,,,
North East,"PASIR RIS-PUNGGOL TOWN COUNCIL266 COMPASSVALE BOW",,540266,1.38191,103.897061,,,
North East,"PASIR RIS-PUNGGOL TOWN COUNCIL267 COMPASSVALE LINK",,540267,1.38376,103.897067,,,
North East,"PASIR RIS-PUNGGOL TOWN COUNCIL275D COMPASSVALE LINK",,544275,1.382748,103.893938,,,
North East,"PASIR RIS-PUNGGOL TOWN COUNCIL443 PASIR RIS DRIVE 6",,510443,1.369427,103.957429,,,
North East,"PASIR RIS-PUNGGOL TOWN COUNCIL603 PUNGGOL ROAD",,820603,1.403872,103.907988,,,
North East,"PASIR RIS-PUNGGOL TOWN COUNCIL639 PUNGGOL DRIVE",,820639,1.399345,103.915923,,,
North East,"POSB 128 PENDING ROAD128 PENDING ROAD",,670128,1.376086,103.769688,,,
North East,"POSB 146 SIMEI146 SIMEI STREET 2",,520146,1.344643,103.955832,,,
North East,"POSB 23 HOUGANG AVENUE 323 HOUGANG AVENUE 3",,530023,1.364858,103.8907,,,
North East,"POSB 3 LORONG LEW LIAN3 LORONG LEW LIAN",,531003,1.350556,103.876088,,,
North East,"POSB 301 KAMPONG UBI301 UBI AVENUE 1 #01-01",#01-01,400301,1.330744,103.902125,,,
North East,"POSB 401 HOUGANG401 HOUGANG AVENUE 10",,530401,23.21447,108.757575,,,
North East,"POSB 406 TAMPINES STREET 41406 TAMPINES STREET 41",,520406,1.35786,103.945655,,,
North East,"POSB 5 STAR DORMITORY39 KAKI BUKIT AVENUE 3",,415920,1.338125,103.909958,,,
North East,"POSB 521 HOUGANG521 HOUGANG AVENUE 6",,530521,1.373446,103.890728,,,
North East,"POSB 811 TAMPINES811 TAMPINES AVENUE 4 #01-831A",#01-831A,520811,1.346566,103.937215,,,
North East,"POSB AUTO LOBBY RIVERVALE PLAZA118 RIVERVALE DRIVE #01-266",#01-266,540118,1.385427,103.901579,,,
North East,"POSB BEDOK RESERVOIR124 BEDOK RESERVOIR",,470124,24.228621,78.116531,,,
North East,"POSB BLOCK 211 TAMPINES211 TAMPINES AVENUE 2 #01-21A",#01-21A,520211,1.354067,103.954792,,,
North East,"POSB BLOCK 304 SERANGOON AVENUE 2304 SERANGOON AVENUE 2",,550304,1.353935,103.867628,,,
North East,"POSB BLOCK 775 BEDOK RESERVOIR VIEW775 BEDOK RESERVOIR VIEW #02-33/34",#02-33/34,470775,1.33669,103.935776,,,
North East,"POSB BLOCK 827 TAMPINES 827 TAMPINES STREET 81",,520827,1.349652,103.933901,,,
North East,"POSB COMPASS POINT EBC1 SENGKANG SQUARE #01-12",#01-12,545078,1.392272,103.894775,,,
North East,"POSB HEARTLAND MALL205 HOUGANG STREET 21",,530205,22.616532,108.630661,,,
North East,"POSB ITE COLLEGE EAST10 SIMEI AVENUE",,486047,1.333443,103.95533,,,
North East,"POSB SERANGOON COMMUNITY CENTRENO 10 SERANGOON NORTH AVENUE 2 #01-130A",#01-130A,555877,1.369861,103.874489,,,
North East,"POSB SHUN LI INDUSTRIAL PARK61 KAKI BUKIT AVENUE 1",,417943,1.336685,103.910716,,,
North East,"POSB YISHUN837 YISHUN STREET 81",,760837,1.41606,103.833003,,,
North East,"PUNGGOL FIELD NEIGHBOURHOOD CENTRE - STATION 1110A PUNGGOL FIELD #01-K1",#01-K1,821110,25.266167,83.656121,,,
North East,"PUNGGOL FIELD NEIGHBOURHOOD CENTRE - STATION 2110 A PUNGGOL FIELD #01-K1",#01-K1,821110,25.266167,83.656121,,,
North East,"PUNGGOL PLAZA168 PUNGGOL FIELD",,820168,1.394214,103.91291,,,
North East,"RIVERVALE MALL - STATION 111 RIVERVALE CRESCENT",,545082,1.392002,103.904984,,,
North East,"RIVERVALE MALL - STATION 211 RIVERVALE CRESCENT",,545082,1.392002,103.904984,,,
North East,"RIVERVALE PLAZA118 RIVERVALE DRIVE",,540118,1.385427,103.901579,,,
North East,"S11 HOUGANG BLOCK 107107 HOUGANG AVENUE 1",,530107,1.353425,103.890682,,,
North East,"S11 TAMPINES BLOCK 506506 TAMPINES CENTRAL 1",,520506,1.355917,103.945907,,,
North East,"SAFRA TAMPINES CLUB1/A TAMPINES STREET 92",,528882,1.344724,103.941739,,,
North East,"SCDF HQ91 UBI AVENUE 4 #01-11",#01-11,408827,1.334208,103.89376,,,
North East,"SELETAR AIRPORT556 WEST CAMP ROAD",,797794,1.418735,103.864268,,,
North East,"SENGKANG HDB BRANCH OFFICE118 RIVERVALE DRIVE #02-01",#02-01,540118,1.385427,103.901579,,,
North East,"SERANGOON GARDEN MARKET49A SERANGOON GARDEN WAY",,555945,1.363381,103.866835,,,
North East,"SIMEI MRT STATION30 SIMEI STREET 3",,529888,1.342977,103.953583,,,
North East,,,486150,1.332875,103.959004,,,
North East,"SPC HOUGANG120 HOUGANG AVENUE 2",,538858,1.368567,103.884308,,,
North East,"SPC PASIR RIS11 PASIR RIS DRIVE 4",,519456,1.370928,103.960372,,,
North East,"SPC PUNGGOL 100 PUNGGOL CENTRAL",,828839,1.400532,103.909266,,,
North East,"SPC SENGKANG EAST 91 SENGKANG EAST WAY",,544885,1.388024,103.887406,,,
North East,"SPC UPPER SERANGOON849 UPPER SERANGOON ROAD",,534686,1.358332,103.883008,,,
North East,"STANDARD CHARTERED SERANGOON GARDEN67 SERANGOON GARDEN WAY",,555963,1.363814,103.865464,,,
North East,"STANDARD CHARTERED TAMPINES3 TAMPINES CENTRAL 1 ABACUS PLAZA #01-01",#01-01,529540,1.352584,103.943035,,,
North East,"STARHUB GREEN67 UBI AVENUE 1",,408942,1.324713,103.892629,,,
North East,"TAMPINES 1 10 TAMPINES CENTRAL 1",,529536,21.577407,111.835197,,,
North East,"TAMPINES CENTRAL COMMUNITY COMPLEX866A TAMPINES STREET 83",,521866,1.355507,103.934462,,,
North East,"TAMPINES CHANGKAT COMMUNITY CLUB13 TAMPINES STREET 11",,529453,1.345753,103.947446,,,
North East,"TAMPINES MALL - STATION 14 TAMPINES CENTRAL",,524785,1.3526609,103.945245,,,
North East,"TAMPINES MALL - STATION 24 TAMPINES CENTRAL 5 #02-00",#02-00,529510,1.352661,103.945245,,,
North East,"TAMPINES MART - STATION 17 TAMPINES STREET 32",,529286,1.353795,103.960579,,,
North East,"TAMPINES MART - STATION 27 TAMPINES STREET 32",,529286,1.353795,103.960579,,,
North East,"TAMPINES MRT STATION20 TAMPINES CENTRAL",,529538,1.353448,103.945119,,,
North East,"TAMPINES TOWN COUNCIL139 TAMPINES STREET 11",,521139,1.346653,103.944868,,,
North East,"TAMPINES TOWN COUNCIL201D TAMPINES STREET 21",,523201,15.85279,79.941655,,,
North East,"TAMPINES TOWN COUNCIL475 TAMPINES STREET 44",,520475,1.360322,103.953147,,,
North East,"TAMPINES TOWN COUNCIL823A TAMPINES STREET 81",,521823,1.348861,103.933336,,,
North East,"TAMPINES TOWN COUNCIL - TAMPINES HDB BRANCH OFFICE510 TAMPINES CENTRAL",,520510,1.354627,103.944872,,,
North East,"TECHLINK31 KAKI BUKIT ROAD 3",,417818,1.335629,103.905346,,,
North East,"TEMASEK POLYTECHNIC21 TAMPINES AVENUE 1",,529757,1.345555,103.932462,,,
North East,"THE WOODGROVE30 WOODLANDS AVENUE 1",,739065,1.428724,103.781141,,,
North East,"TRAFFIC POLICE HEADQUARTERS 10 UBI AVENUE 3",,408865,1.33035,103.891074,,,
North East,"UB ONE81 UBI AVENUE 4",,408830,1.333546,103.891785,,,
North East,"UBI TECH PARK10 UBI CRESENT #02-731",#02-731,408564,1.326293,103.896145,,,
North East,"WELLMART BLK 406 TAMPINES406 TAMPINES STREET 41",,520406,1.35786,103.945655,,,
North East,"WHITE SANDS - STATION 11 PASIR RIS CENTRAL STREET 3",,518457,1.372567,103.950162,,,
North East,"WHITE SANDS - STATION 21 PASIR RIS CENTRAL STREET 3",,518457,1.372567,103.950162,,,
North East,"XI QI SUPERMARKET496G TAMPINES AVENUE 9 #01-500",#01-500,523496,1.36084,103.950535,,,
North West,"25 GHIM MOH LINK25 GHIM MOH LINK #01-K1",#01-K1,270025,1.3081449,103.786252,,,
North West,"888 PLAZA - STATION 1888 WOODLANDS DRIVE 50",,730888,1.437703,103.79527,,,
North West,"888 PLAZA - STATION 2888 WOODLANDS DRIVE 50",,730888,1.437703,103.79527,,,
North West,"ADMIRALTY MRT STATION70 WOODLANDS AVENUE 7",,738344,1.440681,103.800957,,,
North West,"ADMIRALTY PLACE - STATION 1678 WOODLANDS AVENUE 6",,730678,1.4397712,103.8017495,,,
North West,"ADMIRALTY PLACE - STATION 2678 WOODLANDS AVENUE 6",,730678,1.4397712,103.8017495,,,
North West,"AGILENT TECHNOLOGIES1 YISHUN AVENUE 7",,768923,1.440348,103.840661,,,
North West,"BUONA VISTA HDB BRANCH OFFICE - STATION 136 HOLLAND DRIVE",,270036,1.30946,103.7928089,,,
North West,"BUONA VISTA HDB BRANCH OFFICE - STATION 236 HOLLAND DRIVE",,270036,1.30946,103.7928089,,,
North West,"CENTRE FOR ANIMAL WELFARE AND CONTROL75 PASIR PANJANG ROAD #01-1526",#01-1526,118507,1.274615,103.7959039,,,
North West,"CHARTERED SEMICONDUCTOR BUILDING 360 WOODLANDS INDUSTRIAL PARK D STREET 2",,738406,1.438347,103.767112,,,
North West,"CHOA CHU KANG HDB BRANCH OFFICE309 CHOA CHU KANG AVENUE 4",,680309,1.38504,103.745452,,,
North West,"CHONG PANG COMMUNITY CLUB21 YISHUN RING ROAD",,768677,1.4311295,103.8295153,,,
North West,"COCHRANE LODGE II49 ADMIRALTY ROAD WEST #01-03",#01-03,757444,1.461269,103.818398,,,
North West,"CPF BISHAN BRANCH - STATION 23 BISHAN PLACE",,579838,1.349575,103.849068,,,
North West,"CPF WOODLANDS BRANCH - STATION 1900 SOUTH WOODLANDS DRIVE #01-02",#01-02,730900,1.435152,103.787195,,,
North West,"CPF WOODLANDS BRANCH - STATION 2900 SOUTH WOODLANDS DRIVE #01-02",#01-02,730900,1.435152,103.787195,,,
North West,"ESSO SEMBAWANG593 SEMBAWANG ROAD",,758452,1.4402759,103.824568,,,
North West,"ESSO WOODLANDS50 WOODLANDS AVENUE 1",,739066,1.4310911,103.7844756,,,
North West,"ESSO YISHUN10 YISHUN AVENUE 9",,768888,1.4316923,103.8397473,,,
North West,"FAJAR SHOPPING CENTRE - STATION 1445 FAJAR ROAD",,670445,1.383802,103.770558,,,
North West,"FAJAR SHOPPING CENTRE - STATION 2445 FAJAR ROAD",,670445,1.383802,103.770558,,,
North West,"GEK POH SHOPPING CENTRE - STATION 2762 JURONG WEST STREET 75",,640762,1.349156,103.698195,,,
North West,"GREENRIDGE SHOPPING CENTRE - STATION 1524A JELAPANG ROAD",,671524,1.384827,103.76636,,,
North West,"GREENRIDGE SHOPPING CENTRE - STATION 2524A JELAPANG ROAD",,671524,1.384827,103.76636,,,
North West,"GV YISHUN51 YISHUN CENTRAL 1",,768794,1.4300139,103.836348,,,
North West,"HOLLAND ROAD SHOPPING CENTRE211 HOLLAND AVENUE",,278967,1.310177,103.7953129,,,
North West,"HOLLAND-BUKIT PANJANG TOWN COUNCIL OFFICE - STATION 1256 BANGKIT ROAD",,670256,1.379094,103.772851,,,
North West,"HOLLAND-BUKIT PANJANG TOWN COUNCIL OFFICE - STATION 2256 BANGKIT ROAD",,670256,1.379094,103.772851,,,
North West,"IECON ANN TENG HENG761 YISHUN STREET 72 #01-344",#01-344,760761,1.425443,103.833179,,,
North West,"IECON ASERET TRADING173 YISHUN AVENUE 7 #01-825",#01-825,760173,1.43708,103.830921,,,
North West,"IECON CHAN LIAN SENG748 YISHUN STREET 72",,760748,1.4276423,103.8333708,,,
North West,"IECON HOCK TAI CHEONG664 YISHUN AVENUE 4 #01-279",#01-279,760664,1.420297,103.841045,,,
North West,"IECON KIM ENG MINI SUPERMARKET103 YISHUN RING ROAD #01-79",#01-79,760103,1.431578,103.828487,,,
North West,"IECON PIAK LAN HIONG605 YISHUN STREET 61 #01-311",#01-311,760605,1.421807,103.8362269,,,
North West,"IECON UNITED SUPERMARKET136 MARSILING ROAD #01-2188",#01-2188,730136,1.438646,103.777659,,,
North West,"JUNCTION 101 WOODLANDS ROAD",,677899,1.37978,103.760383,,,
North West,"JURONG WEST HDB BRANCH OFFICE518A JURONG WEST STREET 52",,641518,1.345284,103.7189549,,,
North West,"KHATIB MRT STATION201 YISHUN AVENUE 2",,769092,1.41736,103.832919,,,
North West,"KHOO TECK PUAT HOSPITAL90 YISHUN CENTRAL #01-01",#01-01,768828,1.4237979,103.838436,,,
North West,"KIM SAN LENG (YISHUN)417 YISHUN RING ROAD",,760417,1.4338271,103.8295083,,,
North West,"KRANJI MRT STATION960 WOODLANDS ROAD",,738702,1.425249,103.762,,,
North West,"KRANJI TURF CLUB1 TURF CLUB",,738078,1.422209,103.762266,,,
North West,"LIMBANG SHOPPING CENTRE - STATION 1533 CHOA CHU KANG STREET 51",,680533,1.392015,103.743131,,,
North West,"LIMBANG SHOPPING CENTRE - STATION 2533 CHOA CHU KANG STREET 51",,680533,1.392015,103.743131,,,
North West,"MARSILING MRT STATION71 WOODLANDS AVENUE 3",,739044,1.432563,103.774161,,,
North West,"MAYBANK 888 PLAZA888 WOODLANDS DRIVE 50",,730888,1.437703,103.79527,,,
North West,"NORTHPOINT - STATION 1930 YISHUN AVENUE 2",,769098,1.4298358,103.8355685,,,
North West,"NORTHPOINT - STATION 2930 YISHUN AVENUE 2",,769098,1.4298358,103.8355685,,,
North West,"NORTHPOINT - STATION 3930 YISHUN AVENUE 2",,769098,1.4298358,103.8355685,,,
North West,"NORTHTECH29 WOODLANDS INDUSTRIAL PARK E1",,757716,1.45535,103.799804,,,
North West,"PIONEER MALL - STATION 2638 JURONG WEST STREET 61",,640638,1.34152,103.696988,,,
North West,"POSB 190 YISHUN AVENUE 7190 YISHUN AVENUE 7",,768925,1.440684,103.836587,,,
North West,"POSB 5A WOODLANDS CENTRE5A WOODLANDS CENTRE ROAD",,731005,1.4398829,103.7698554,,,
North West,"POSB 744 YISHUN 744 YISHUN STREET 72",,760744,1.429206,103.833876,,,
North West,"POSB 802 WOODLANDS802 WOODLANDS STREET 81",,730802,1.440897,103.786115,,,
North West,"POSB ADMIRALTY ROAD WEST60 ADMIRALTY ROAD WEST",,759956,1.459976,103.822717,,,
North West,"POSB AUTO LOBBY YISHUN STREET 22290 YISHUN STREET 22",,760290,1.4361087,103.8361333,,,
North West,"POSB BLK 131 MARSILING131 MARSILING RISE",,730131,1.438494,103.778403,,,
North West,"POSB CAUSEWAY POINT1 WOODLANDS SQUARE",,738099,1.4358403,103.7862541,,,
North West,"POSB JTC YEW TEE359 WOODLANDS ROAD",,677934,1.3960177,103.7535719,,,
North West,"REPUBLIC POLYTECHNIC CENTRE3 WOODLANDS AVENUE 9",,738961,1.442737,103.785453,,,
North West,"REVENUE HOUSE55 NEWTON ROAD",,307987,1.319536,103.842132,,,
North West,"S11 WOODLANDS BLOCK 302302 WOODLANDS STREET 31",,730302,1.431536,103.7746389,,,
North West,"S11 WOODLANDS BLOCK 630A630A WOODLANDS RING ROAD",,730630,1.43464,103.8014763,,,
North West,"S11 YISHUN BLOCK 744744 YISHUN STREET 72",,760744,1.429206,103.833876,,,
North West,"SAFRA YISHUN COUNTRY CLUB60 YISHUN AVENUE 4",,769027,1.4237758,103.8407407,,,
North West,"SEMBAWANG MART - STATION 1511 CANBERRA ROAD",,750511,1.4537399,103.8193777,,,
North West,"SEMBAWANG MART - STATION 2511 CANBERRA ROAD",,750511,1.4537399,103.8193777,,,
North West,"SEMBAWANG MRT STATION11 CANBERRA ROAD",,759775,1.449009,103.819791,,,
North West,"SEMBAWANG PARK1221 SEMBAWANG ROAD",,758527,1.4324869,103.8267363,,,
North West,"SEMBAWANG SHOPPING CENTRE - STATION 1604A SEMBAWANG ROAD BASEMENT 1",,758460,1.441872,103.824824,,,
North West,"SEMBAWANG SHOPPING CENTRE - STATION 2604A SEMBAWANG ROAD BASEMENT 1",,758460,1.441872,103.824824,,,
North West,"SEMBAWANG TOWN COUNCIL102 YISHUN AVENUE 5",,760102,1.430859,103.8288369,,,
North West,"SEMBAWANG TOWN COUNCIL19 MARSILING LANE",,730019,1.442977,103.777277,,,
North West,"SEMBAWANG TOWN COUNCIL291 YISHUN STREET 22",,760291,1.4360897,103.8361372,,,
North West,"SEMBAWANG TOWN COUNCIL306A WOODLANDS STREET 31",,730303,1.4297308,103.7753111,,,
North West,"SEMBAWANG TOWN COUNCIL355 SEMBAWANG WAY",,750355,1.449661,103.8186264,,,
North West,"SEMBAWANG TOWN COUNCIL414 YISHUN RING ROAD",,760414,1.424554,103.846593,,,
North West,"SEMBAWANG TOWN COUNCIL5A WOODLANDS CENTRE ROAD",,731005,1.4398829,103.7698554,,,
North West,"SEMBAWANG TOWN COUNCIL934 YISHUN CENTRAL",,760934,1.425757,103.836589,,,
North West,,,738547,1.425425,103.775333,,,
North West,"SPC ANG MO KIO AVENUE 52761 ANG MO KIO AVENUE 5",,569866,1.362065,103.854453,,,
North West,"SPC SEMBAWANG588 SEMBAWANG ROAD",,758448,1.4400047,103.8251921,,,
North West,"SPC WOODLANDS250 ADMIRALTY ROAD",,739981,1.4425079,103.776276,,,
North West,"SPC YISHUN599 YISHUN RING ROAD",,768683,1.417558,103.837789,,,
North West,"STANDARD CHARTERED HOLLAND VILLAGE261 HOLLAND AVENUE",,278986,1.311682,103.795351,,,
North West,"STANDARD CHARTERED WOODLANDS900 SOUTH WOODLANDS DRIVE CIVIC CENTRE #02-07",#02-07,730900,1.435152,103.787195,,,
North West,"STATS CHIPPAC5 YISHUN STREET 23",,768442,1.439902,103.842371,,,
North West,"SUNSHINE PLACE - STATION 1475 CHOA CHU KANG AVENUE 3",,680475,1.377746,103.73862,,,
North West,"SUNSHINE PLACE - STATION 2475 CHOA CHU KANG AVENUE 3",,680475,1.377746,103.73862,,,
North West,"TAMAN JURONG SHOPPING CENTRE - STATION 2399 YUNG SHENG ROAD",,610399,1.3347739,103.721053,,,
North West,"TEO CHUAN KEE MINIMART468B ADMIRALTY DRIVE #01-29",#01-29,752468,1.450182,103.81415,,,
North West,"THE GRANDSTAND200 TURF CLUB ROAD",,287994,1.3391158,103.7927985,,,
North West,"VISTA POINT - STATION 1548 WOODLANDS DRIVE 44",,730548,1.430554,103.79392,,,
North West,"VISTA POINT - STATION 2548 WOODLANDS DRIVE 44",,730548,1.430554,103.79392,,,
North West,"WCEGA PLAZA1 BUKIT BATOK CRESCENT LEVEL 1 (NEAR LIFT LOBBY)",,658064,1.338942,103.758733,,,
